SRC_Station_Name,SRC_STATION_ID,DEST_STATION_NAME,DEST_STATION_ID,OCT_ADT_FARE,OCT_STD_FARE,SINGLE_ADT_FARE,OCT_CON_CHILD_FARE,OCT_CON_ELDERLY_FARE,OCT_CON_PWD_FARE,SINGLE_CON_CHILD_FARE,SINGLE_CON_ELDERLY_FARE
University,71,Fo Tan,69,3.8,1.4,4,1.4,1.4,1.4,1.5,1.5
University,71,Racecourse,70,7.3,3.6,7.5,3.6,2,2,4,4
University,71,University,71,0,0,0,0,0,0,0,0
University,71,Tai Po Market,72,4.4,2.1,4.5,2.1,2,2,2.5,2.5
University,71,Tai Wo,73,4.4,2.1,4.5,2.1,2,2,2.5,2.5
University,71,Fanling,74,6.2,3,6.5,3,2,2,3.5,3.5
University,71,Sheung Shui,75,6.2,3,6.5,3,2,2,3.5,3.5
University,71,Lo Wu,76,28.7,28.7,29.5,14.4,14.4,14.4,15.5,15.5
University,71,Lok Ma Chau,78,28.7,28.7,29.5,14.4,14.4,14.4,15.5,15.5
University,71,East Tsim Sha Tsui,80,10.5,5.1,12,5.1,2,2,5.5,5.5
University,71,Sai Ying Pun,81,17.5,8.7,19,8.7,2,2,10,10
University,71,HKU,82,19.8,9.5,21.5,9.5,2,2,11,11
University,71,Kennedy Town,83,19.8,9.5,21.5,9.5,2,2,11,11
University,71,Ho Man Tin,84,10.5,5.3,12.5,5.3,2,2,5.5,5.5
University,71,Whampoa,85,10.5,5.3,12.5,5.3,2,2,5.5,5.5
University,71,Ocean Park,86,19.8,9.5,21.5,9.5,2,2,11,11
University,71,Wong Chuk Hang,87,19.8,9.5,21.5,9.5,2,2,11,11
University,71,Lei Tung,88,19.8,9.5,21.5,9.5,2,2,11,11
University,71,South Horizons,89,19.8,9.5,21.5,9.5,2,2,11,11
University,71,Hin Keng,90,5.6,2.6,6,2.6,2,2,3,3
University,71,Kai Tak,91,10.3,5.1,12.5,5.1,2,2,5.5,5.5
University,71,Sung Wong Toi,92,10.5,5.3,12.5,5.3,2,2,5.5,5.5
University,71,To Kwa Wan,93,10.5,5.3,12.5,5.3,2,2,5.5,5.5
University,71,Exhibition Centre,94,17.5,8.7,19,8.7,2,2,10,10
University,71,Che Kung Temple,96,5.6,2.6,6,2.6,2,2,3,3
University,71,Sha Tin Wai,97,5.6,2.6,6,2.6,2,2,3,3
University,71,City One,98,5.6,2.6,6,2.6,2,2,3,3
University,71,Shek Mun,99,5.6,2.6,6,2.6,2,2,3,3
University,71,Tai Shui Hang,100,7.3,3.6,7.5,3.6,2,2,4,4
University,71,Heng On,101,7.3,3.6,7.5,3.6,2,2,4,4
University,71,Ma On Shan,102,7.3,3.6,7.5,3.6,2,2,4,4
University,71,Wu Kai Sha,103,7.3,3.6,7.5,3.6,2,2,4,4
University,71,Austin,111,11.8,5.9,13,5.9,2,2,6,6
University,71,Tsuen Wan West,114,11.8,6.2,13,6.2,2,2,6.5,6.5
University,71,Kam Sheung Road,115,19.9,10.7,21,10.7,2,2,12,12
University,71,Yuen Long,116,20.9,11.3,23.5,11.3,2,2,12.5,12.5
University,71,Long Ping,117,20.9,11.3,23.5,11.3,2,2,12.5,12.5
University,71,Tin Shui Wai,118,20.9,11.3,23.5,11.3,2,2,12.5,12.5
University,71,Siu Hong,119,20.9,11.3,23.5,11.3,2,2,12.5,12.5
University,71,Tuen Mun,120,20.9,11.3,23.5,11.3,2,2,12.5,12.5
Tai Po Market,72,Central,1,18.9,9.6,21,9.6,2,2,11,11
Tai Po Market,72,Admiralty,2,18.9,9.6,21,9.6,2,2,11,11
Tai Po Market,72,Tsim Sha Tsui,3,12.7,6.2,14.5,6.2,2,2,6.5,6.5
Tai Po Market,72,Jordan,4,12.7,6.5,14.5,6.5,2,2,7,7
Tai Po Market,72,Yau Ma Tei,5,12.1,6.1,13.5,6.1,2,2,6.5,6.5
Tai Po Market,72,Mong Kok,6,12.1,6.1,13.5,6.1,2,2,6.5,6.5
Tai Po Market,72,Shek Kip Mei,7,11.1,6.1,12.5,6.1,2,2,6.5,6.5
Tai Po Market,72,Kowloon Tong,8,9.3,4.7,11,4.7,2,2,5,5
Tai Po Market,72,Lok Fu,9,11.1,6.1,12.5,6.1,2,2,6.5,6.5
Tai Po Market,72,Wong Tai Sin,10,11.1,6.1,12.5,6.1,2,2,6.5,6.5
Tai Po Market,72,Diamond Hill,11,12.1,6.1,13.5,6.1,2,2,6.5,6.5
Tai Po Market,72,Choi Hung,12,12.1,6.1,13.5,6.1,2,2,6.5,6.5
Tai Po Market,72,Kowloon Bay,13,12.7,6.5,14.5,6.5,2,2,7,7
Tai Po Market,72,Ngau Tau Kok,14,12.7,6.5,14.5,6.5,2,2,7,7
Tai Po Market,72,Kwun Tong,15,12.7,6.5,14.5,6.5,2,2,7,7
Tai Po Market,72,Prince Edward,16,11.1,6.1,12.5,6.1,2,2,6.5,6.5
Tai Po Market,72,Sham Shui Po,17,11.1,6.1,12.5,6.1,2,2,6.5,6.5
Tai Po Market,72,Cheung Sha Wan,18,12.1,6.1,13.5,6.1,2,2,6.5,6.5
Tai Po Market,72,Lai Chi Kok,19,12.1,6.1,13.5,6.1,2,2,6.5,6.5
Tai Po Market,72,Mei Foo,20,12.7,6.5,14.5,6.5,2,2,7,7
Tai Po Market,72,Lai King,21,12.7,6.5,14.5,6.5,2,2,7,7
Tai Po Market,72,Kwai Fong,22,14.3,7.1,16,7.1,2,2,7.5,7.5
Tai Po Market,72,Kwai Hing,23,14.3,7.1,16,7.1,2,2,7.5,7.5
Tai Po Market,72,Tai Wo Hau,24,14.3,7.1,16,7.1,2,2,7.5,7.5
Tai Po Market,72,Tsuen Wan,25,14.3,7.1,16,7.1,2,2,7.5,7.5
Tai Po Market,72,Sheung Wan,26,18.9,9.6,21,9.6,2,2,11,11
Tai Po Market,72,Wan Chai,27,18.9,9.6,21,9.6,2,2,11,11
Tai Po Market,72,Causeway Bay,28,18.9,9.6,21,9.6,2,2,11,11
Tai Po Market,72,Tin Hau,29,21.8,11,25,11,2,2,12.5,12.5
Tai Po Market,72,Fortress Hill,30,21.8,11,25,11,2,2,12.5,12.5
Tai Po Market,72,North Point,31,21.8,11,25,11,2,2,12.5,12.5
Tai Po Market,72,Quarry Bay,32,21.8,11,25,11,2,2,12.5,12.5
Tai Po Market,72,Tai Koo,33,21.8,11,25,11,2,2,12.5,12.5
Tai Po Market,72,Sai Wan Ho,34,21.8,11,25,11,2,2,12.5,12.5
Tai Po Market,72,Shau Kei Wan,35,21.8,11,25,11,2,2,12.5,12.5
Tai Po Market,72,Heng Fa Chuen,36,21.8,11,25,11,2,2,12.5,12.5
Tai Po Market,72,Chai Wan,37,21.8,11,25,11,2,2,12.5,12.5
Tai Po Market,72,Lam Tin,38,14.3,7.1,16,7.1,2,2,7.5,7.5
Tai Po Market,72,Hong Kong,39,18.9,9.6,21,9.6,2,2,11,11
Tai Po Market,72,Kowloon,40,12.7,6.5,14.5,6.5,2,2,7,7
Tai Po Market,72,Olympic,41,12.1,6.1,13.5,6.1,2,2,6.5,6.5
Tai Po Market,72,Tsing Yi,42,14.3,7.1,16,7.1,2,2,7.5,7.5
Tai Po Market,72,Tung Chung,43,25.8,13.1,28.5,13.1,2,2,14.5,14.5
Tai Po Market,72,Yau Tong,48,14.3,7.1,16,7.1,2,2,7.5,7.5
Tai Po Market,72,Tiu Keng Leng,49,14.3,7.1,16,7.1,2,2,7.5,7.5
Tai Po Market,72,Tseung Kwan O,50,16.7,7.7,18.5,7.7,2,2,9,9
Tai Po Market,72,Hang Hau,51,16.7,7.7,18.5,7.7,2,2,9,9
Tai Po Market,72,Po Lam,52,16.7,7.7,18.5,7.7,2,2,9,9
Tai Po Market,72,Nam Cheong,53,11.1,6.1,12.5,6.1,2,2,6.5,6.5
Tai Po Market,72,Sunny Bay,54,22.8,11.8,26,11.8,2,2,14,14
Tai Po Market,72,Disneyland Resort,55,28.8,15.3,31,15.3,2,2,16.5,16.5
Tai Po Market,72,LOHAS Park,57,16.7,7.7,18.5,7.7,2,2,9,9
Tai Po Market,72,Hung Hom,64,9.4,4.8,11,4.8,2,2,5,5
Tai Po Market,72,Mong Kok East,65,9.4,4.8,11,4.8,2,2,5,5
Tai Po Market,72,Tai Wai,67,6.2,3.1,6.5,3.1,2,2,3.5,3.5
Tai Po Market,72,Sha Tin,68,6.2,3.1,6.5,3.1,2,2,3.5,3.5
Tai Po Market,72,Fo Tan,69,6.2,3.1,6.5,3.1,2,2,3.5,3.5
Tai Po Market,72,Racecourse,70,7.9,3.8,9.5,3.8,2,2,4,4
Tai Po Market,72,University,71,4.4,2.1,4.5,2.1,2,2,2.5,2.5
Tai Po Market,72,Tai Po Market,72,0,0,0,0,0,0,0,0
Tai Po Market,72,Tai Wo,73,3.8,1.4,4,1.4,1.4,1.4,1.5,1.5
Tai Po Market,72,Fanling,74,4.4,2.1,4.5,2.1,2,2,2.5,2.5
Tai Po Market,72,Sheung Shui,75,4.4,2.1,4.5,2.1,2,2,2.5,2.5
Tai Po Market,72,Lo Wu,76,27.3,27.3,28.5,13.6,13.6,13.6,14.5,14.5
Tai Po Market,72,Lok Ma Chau,78,27.3,27.3,28.5,13.6,13.6,13.6,14.5,14.5
Tai Po Market,72,East Tsim Sha Tsui,80,12.7,6.2,14.5,6.2,2,2,6.5,6.5
Tai Po Market,72,Sai Ying Pun,81,18.9,9.6,21,9.6,2,2,11,11
Tai Po Market,72,HKU,82,21.8,11,25,11,2,2,12.5,12.5
Tai Po Market,72,Kennedy Town,83,21.8,11,25,11,2,2,12.5,12.5
Tai Po Market,72,Ho Man Tin,84,12.7,6.5,14.5,6.5,2,2,7,7
Tai Po Market,72,Whampoa,85,12.7,6.5,14.5,6.5,2,2,7,7
Tai Po Market,72,Ocean Park,86,21.8,11,25,11,2,2,12.5,12.5
Tai Po Market,72,Wong Chuk Hang,87,21.8,11,25,11,2,2,12.5,12.5
Tai Po Market,72,Lei Tung,88,21.8,11,25,11,2,2,12.5,12.5
Tai Po Market,72,South Horizons,89,21.8,11,25,11,2,2,12.5,12.5
Tai Po Market,72,Hin Keng,90,7.3,3.6,7.5,3.6,2,2,4,4
Tai Po Market,72,Kai Tak,91,12.1,6.1,13.5,6.1,2,2,6.5,6.5
Tai Po Market,72,Sung Wong Toi,92,12.7,6.5,14.5,6.5,2,2,7,7
Tai Po Market,72,To Kwa Wan,93,12.7,6.5,14.5,6.5,2,2,7,7
Tai Po Market,72,Exhibition Centre,94,18.9,9.6,21,9.6,2,2,11,11
Tai Po Market,72,Che Kung Temple,96,7.3,3.6,7.5,3.6,2,2,4,4
Tai Po Market,72,Sha Tin Wai,97,7.3,3.6,7.5,3.6,2,2,4,4
Tai Po Market,72,City One,98,7.3,3.6,7.5,3.6,2,2,4,4
Tai Po Market,72,Shek Mun,99,7.3,3.6,7.5,3.6,2,2,4,4
Tai Po Market,72,Tai Shui Hang,100,7.3,3.6,7.5,3.6,2,2,4,4
Tai Po Market,72,Heng On,101,7.3,3.6,7.5,3.6,2,2,4,4
Tai Po Market,72,Ma On Shan,102,7.3,3.6,7.5,3.6,2,2,4,4
Tai Po Market,72,Wu Kai Sha,103,7.3,3.6,7.5,3.6,2,2,4,4
Tai Po Market,72,Austin,111,12.8,6.7,14.5,6.7,2,2,7,7
Tai Po Market,72,Tsuen Wan West,114,12.8,6.8,14.5,6.8,2,2,7,7
Tai Po Market,72,Kam Sheung Road,115,21.4,11.7,24,11.7,2,2,13,13
Tai Po Market,72,Yuen Long,116,22.5,12.2,25,12.2,2,2,14,14
Tai Po Market,72,Long Ping,117,22.5,12.2,25,12.2,2,2,14,14
Tai Po Market,72,Tin Shui Wai,118,22.5,12.2,25,12.2,2,2,14,14
Tai Po Market,72,Siu Hong,119,22.5,12.2,25,12.2,2,2,14,14
Tai Po Market,72,Tuen Mun,120,22.5,12.2,25,12.2,2,2,14,14
Tai Wo,73,Central,1,18.9,9.6,21,9.6,2,2,11,11
Tai Wo,73,Admiralty,2,18.9,9.6,21,9.6,2,2,11,11
Tai Wo,73,Tsim Sha Tsui,3,12.7,6.2,14.5,6.2,2,2,6.5,6.5
Tai Wo,73,Jordan,4,12.7,6.5,14.5,6.5,2,2,7,7
Tai Wo,73,Yau Ma Tei,5,12.1,6.1,13.5,6.1,2,2,6.5,6.5
Tai Wo,73,Mong Kok,6,12.1,6.1,13.5,6.1,2,2,6.5,6.5
Tai Wo,73,Shek Kip Mei,7,11.1,6.1,12.5,6.1,2,2,6.5,6.5
Tai Wo,73,Kowloon Tong,8,9.3,4.7,11,4.7,2,2,5,5
Tai Wo,73,Lok Fu,9,11.1,6.1,12.5,6.1,2,2,6.5,6.5
Tai Wo,73,Wong Tai Sin,10,11.1,6.1,12.5,6.1,2,2,6.5,6.5
Tai Wo,73,Diamond Hill,11,12.1,6.1,13.5,6.1,2,2,6.5,6.5
Tai Wo,73,Choi Hung,12,12.1,6.1,13.5,6.1,2,2,6.5,6.5
Tai Wo,73,Kowloon Bay,13,12.7,6.5,14.5,6.5,2,2,7,7
Tai Wo,73,Ngau Tau Kok,14,12.7,6.5,14.5,6.5,2,2,7,7
Tai Wo,73,Kwun Tong,15,12.7,6.5,14.5,6.5,2,2,7,7
Tai Wo,73,Prince Edward,16,11.1,6.1,12.5,6.1,2,2,6.5,6.5
Tai Wo,73,Sham Shui Po,17,11.1,6.1,12.5,6.1,2,2,6.5,6.5
Tai Wo,73,Cheung Sha Wan,18,12.1,6.1,13.5,6.1,2,2,6.5,6.5
Tai Wo,73,Lai Chi Kok,19,12.1,6.1,13.5,6.1,2,2,6.5,6.5
Tai Wo,73,Mei Foo,20,12.7,6.5,14.5,6.5,2,2,7,7
Tai Wo,73,Lai King,21,12.7,6.5,14.5,6.5,2,2,7,7
Tai Wo,73,Kwai Fong,22,14.3,7.1,16,7.1,2,2,7.5,7.5
Tai Wo,73,Kwai Hing,23,14.3,7.1,16,7.1,2,2,7.5,7.5
Tai Wo,73,Tai Wo Hau,24,14.3,7.1,16,7.1,2,2,7.5,7.5
Tai Wo,73,Tsuen Wan,25,14.3,7.1,16,7.1,2,2,7.5,7.5
Tai Wo,73,Sheung Wan,26,18.9,9.6,21,9.6,2,2,11,11
Tai Wo,73,Wan Chai,27,18.9,9.6,21,9.6,2,2,11,11
Tai Wo,73,Causeway Bay,28,18.9,9.6,21,9.6,2,2,11,11
Tai Wo,73,Tin Hau,29,21.8,11,25,11,2,2,12.5,12.5
Tai Wo,73,Fortress Hill,30,21.8,11,25,11,2,2,12.5,12.5
Tai Wo,73,North Point,31,21.8,11,25,11,2,2,12.5,12.5
Tai Wo,73,Quarry Bay,32,21.8,11,25,11,2,2,12.5,12.5
Tai Wo,73,Tai Koo,33,21.8,11,25,11,2,2,12.5,12.5
Tai Wo,73,Sai Wan Ho,34,21.8,11,25,11,2,2,12.5,12.5
Tai Wo,73,Shau Kei Wan,35,21.8,11,25,11,2,2,12.5,12.5
Tai Wo,73,Heng Fa Chuen,36,21.8,11,25,11,2,2,12.5,12.5
Tai Wo,73,Chai Wan,37,21.8,11,25,11,2,2,12.5,12.5
Tai Wo,73,Lam Tin,38,14.3,7.1,16,7.1,2,2,7.5,7.5
Tai Wo,73,Hong Kong,39,18.9,9.6,21,9.6,2,2,11,11
Tai Wo,73,Kowloon,40,12.7,6.5,14.5,6.5,2,2,7,7
Tai Wo,73,Olympic,41,12.1,6.1,13.5,6.1,2,2,6.5,6.5
Tai Wo,73,Tsing Yi,42,14.3,7.1,16,7.1,2,2,7.5,7.5
Tai Wo,73,Tung Chung,43,25.8,13.1,28.5,13.1,2,2,14.5,14.5
Tai Wo,73,Yau Tong,48,14.3,7.1,16,7.1,2,2,7.5,7.5
Tai Wo,73,Tiu Keng Leng,49,14.3,7.1,16,7.1,2,2,7.5,7.5
Tai Wo,73,Tseung Kwan O,50,16.7,7.7,18.5,7.7,2,2,9,9
Tai Wo,73,Hang Hau,51,16.7,7.7,18.5,7.7,2,2,9,9
Tai Wo,73,Po Lam,52,16.7,7.7,18.5,7.7,2,2,9,9
Tai Wo,73,Nam Cheong,53,11.1,6.1,12.5,6.1,2,2,6.5,6.5
Tai Wo,73,Sunny Bay,54,22.8,11.8,26,11.8,2,2,14,14
Tai Wo,73,Disneyland Resort,55,28.8,15.3,31,15.3,2,2,16.5,16.5
Tai Wo,73,LOHAS Park,57,16.7,7.7,18.5,7.7,2,2,9,9
Tai Wo,73,Hung Hom,64,9.4,4.8,11,4.8,2,2,5,5
Tai Wo,73,Mong Kok East,65,9.4,4.8,11,4.8,2,2,5,5
Tai Wo,73,Tai Wai,67,6.2,3.1,6.5,3.1,2,2,3.5,3.5
Tai Wo,73,Sha Tin,68,6.2,3.1,6.5,3.1,2,2,3.5,3.5
Tai Wo,73,Fo Tan,69,6.2,3.1,6.5,3.1,2,2,3.5,3.5
Tai Wo,73,Racecourse,70,7.9,3.8,9.5,3.8,2,2,4,4
Tai Wo,73,University,71,4.4,2.1,4.5,2.1,2,2,2.5,2.5
Tai Wo,73,Tai Po Market,72,3.8,1.4,4,1.4,1.4,1.4,1.5,1.5
Tai Wo,73,Tai Wo,73,0,0,0,0,0,0,0,0
Tai Wo,73,Fanling,74,4.4,2.1,4.5,2.1,2,2,2.5,2.5
Tai Wo,73,Sheung Shui,75,4.4,2.1,4.5,2.1,2,2,2.5,2.5
Tai Wo,73,Lo Wu,76,27.3,27.3,28.5,13.6,13.6,13.6,14.5,14.5
Tai Wo,73,Lok Ma Chau,78,27.3,27.3,28.5,13.6,13.6,13.6,14.5,14.5
Tai Wo,73,East Tsim Sha Tsui,80,12.7,6.2,14.5,6.2,2,2,6.5,6.5
Tai Wo,73,Sai Ying Pun,81,18.9,9.6,21,9.6,2,2,11,11
Tai Wo,73,HKU,82,21.8,11,25,11,2,2,12.5,12.5
Tai Wo,73,Kennedy Town,83,21.8,11,25,11,2,2,12.5,12.5
Tai Wo,73,Ho Man Tin,84,12.7,6.5,14.5,6.5,2,2,7,7
Tai Wo,73,Whampoa,85,12.7,6.5,14.5,6.5,2,2,7,7
Tai Wo,73,Ocean Park,86,21.8,11,25,11,2,2,12.5,12.5
Tai Wo,73,Wong Chuk Hang,87,21.8,11,25,11,2,2,12.5,12.5
Tai Wo,73,Lei Tung,88,21.8,11,25,11,2,2,12.5,12.5
Tai Wo,73,South Horizons,89,21.8,11,25,11,2,2,12.5,12.5
Tai Wo,73,Hin Keng,90,7.3,3.6,7.5,3.6,2,2,4,4
Tai Wo,73,Kai Tak,91,12.1,6.1,13.5,6.1,2,2,6.5,6.5
Tai Wo,73,Sung Wong Toi,92,12.7,6.5,14.5,6.5,2,2,7,7
Tai Wo,73,To Kwa Wan,93,12.7,6.5,14.5,6.5,2,2,7,7
Tai Wo,73,Exhibition Centre,94,18.9,9.6,21,9.6,2,2,11,11
Tai Wo,73,Che Kung Temple,96,7.3,3.6,7.5,3.6,2,2,4,4
Tai Wo,73,Sha Tin Wai,97,7.3,3.6,7.5,3.6,2,2,4,4
Tai Wo,73,City One,98,7.3,3.6,7.5,3.6,2,2,4,4
Tai Wo,73,Shek Mun,99,7.3,3.6,7.5,3.6,2,2,4,4
Tai Wo,73,Tai Shui Hang,100,7.3,3.6,7.5,3.6,2,2,4,4
Tai Wo,73,Heng On,101,7.3,3.6,7.5,3.6,2,2,4,4
Tai Wo,73,Ma On Shan,102,7.3,3.6,7.5,3.6,2,2,4,4
Tai Wo,73,Wu Kai Sha,103,7.3,3.6,7.5,3.6,2,2,4,4
Tai Wo,73,Austin,111,12.8,6.7,14.5,6.7,2,2,7,7
Tai Wo,73,Tsuen Wan West,114,12.8,6.8,14.5,6.8,2,2,7,7
Tai Wo,73,Kam Sheung Road,115,21.4,11.7,24,11.7,2,2,13,13
Tai Wo,73,Yuen Long,116,22.5,12.2,25,12.2,2,2,14,14
Tai Wo,73,Long Ping,117,22.5,12.2,25,12.2,2,2,14,14
Tai Wo,73,Tin Shui Wai,118,22.5,12.2,25,12.2,2,2,14,14
Tai Wo,73,Siu Hong,119,22.5,12.2,25,12.2,2,2,14,14
Tai Wo,73,Tuen Mun,120,22.5,12.2,25,12.2,2,2,14,14
Fanling,74,Central,1,21,11,24,11,2,2,12.5,12.5
Fanling,74,Admiralty,2,21,11,24,11,2,2,12.5,12.5
Fanling,74,Tsim Sha Tsui,3,14.2,6.9,15,6.9,2,2,7.5,7.5
Fanling,74,Jordan,4,14.2,6.9,15,6.9,2,2,7.5,7.5
Fanling,74,Yau Ma Tei,5,12.9,6.7,14.5,6.7,2,2,7,7
Fanling,74,Mong Kok,6,12.9,6.7,14.5,6.7,2,2,7,7
Fanling,74,Shek Kip Mei,7,11.9,6.7,14,6.7,2,2,7,7
Fanling,74,Kowloon Tong,8,10.5,5.1,12,5.1,2,2,5.5,5.5
Fanling,74,Lok Fu,9,11.9,6.7,14,6.7,2,2,7,7
Fanling,74,Wong Tai Sin,10,11.9,6.7,14,6.7,2,2,7,7
Fanling,74,Diamond Hill,11,12.9,6.7,14.5,6.7,2,2,7,7
Fanling,74,Choi Hung,12,12.9,6.7,14.5,6.7,2,2,7,7
Fanling,74,Kowloon Bay,13,14.3,7.2,15.5,7.2,2,2,7.5,7.5
Fanling,74,Ngau Tau Kok,14,14.3,7.2,15.5,7.2,2,2,7.5,7.5
Fanling,74,Kwun Tong,15,14.3,7.2,15.5,7.2,2,2,7.5,7.5
Fanling,74,Prince Edward,16,11.9,6.7,14,6.7,2,2,7,7
Fanling,74,Sham Shui Po,17,11.9,6.7,14,6.7,2,2,7,7
Fanling,74,Cheung Sha Wan,18,12.9,6.7,14.5,6.7,2,2,7,7
Fanling,74,Lai Chi Kok,19,12.9,6.7,14.5,6.7,2,2,7,7
Fanling,74,Mei Foo,20,14.3,7.2,15.5,7.2,2,2,7.5,7.5
Fanling,74,Lai King,21,14.3,7.2,15.5,7.2,2,2,7.5,7.5
Fanling,74,Kwai Fong,22,16.5,8.2,18.5,8.2,2,2,9.5,9.5
Fanling,74,Kwai Hing,23,16.5,8.2,18.5,8.2,2,2,9.5,9.5
Fanling,74,Tai Wo Hau,24,16.5,8.2,18.5,8.2,2,2,9.5,9.5
Fanling,74,Tsuen Wan,25,16.5,8.2,18.5,8.2,2,2,9.5,9.5
Fanling,74,Sheung Wan,26,21,11,24,11,2,2,12.5,12.5
Fanling,74,Wan Chai,27,21,11,24,11,2,2,12.5,12.5
Fanling,74,Causeway Bay,28,21,11,24,11,2,2,12.5,12.5
Fanling,74,Tin Hau,29,23.3,11.7,26,11.7,2,2,13,13
Fanling,74,Fortress Hill,30,23.3,11.7,26,11.7,2,2,13,13
Fanling,74,North Point,31,23.3,11.7,26,11.7,2,2,13,13
Fanling,74,Quarry Bay,32,23.3,11.7,26,11.7,2,2,13,13
Fanling,74,Tai Koo,33,23.3,11.7,26,11.7,2,2,13,13
Fanling,74,Sai Wan Ho,34,23.3,11.7,26,11.7,2,2,13,13
Fanling,74,Shau Kei Wan,35,23.3,11.7,26,11.7,2,2,13,13
Fanling,74,Heng Fa Chuen,36,23.3,11.7,26,11.7,2,2,13,13
Fanling,74,Chai Wan,37,23.3,11.7,26,11.7,2,2,13,13
Fanling,74,Lam Tin,38,16.5,8.2,18.5,8.2,2,2,9.5,9.5
Fanling,74,Hong Kong,39,21,11,24,11,2,2,12.5,12.5
Fanling,74,Kowloon,40,14.3,7.2,15,7.2,2,2,7.5,7.5
Fanling,74,Olympic,41,12.9,6.7,14.5,6.7,2,2,7,7
Fanling,74,Tsing Yi,42,16.5,8.2,18.5,8.2,2,2,9.5,9.5
Fanling,74,Tung Chung,43,26.9,14.1,29.5,14.1,2,2,15,15
Fanling,74,Yau Tong,48,16.5,8.2,18.5,8.2,2,2,9.5,9.5
Fanling,74,Tiu Keng Leng,49,16.5,8.2,18.5,8.2,2,2,9.5,9.5
Fanling,74,Tseung Kwan O,50,18.3,8.7,20.5,8.7,2,2,9.5,9.5
Fanling,74,Hang Hau,51,18.3,8.7,20.5,8.7,2,2,9.5,9.5
Fanling,74,Po Lam,52,18.3,8.7,20.5,8.7,2,2,9.5,9.5
Fanling,74,Nam Cheong,53,11.9,6.7,14,6.7,2,2,7,7
Fanling,74,Sunny Bay,54,24.1,12.6,26.5,12.6,2,2,14,14
Fanling,74,Disneyland Resort,55,30.2,15.7,32.5,15.7,2,2,16.5,16.5
Fanling,74,LOHAS Park,57,18.3,8.7,20.5,8.7,2,2,9.5,9.5
Fanling,74,Hung Hom,64,10.6,5.1,12,5.1,2,2,5.5,5.5
Fanling,74,Mong Kok East,65,10.6,5.1,12,5.1,2,2,5.5,5.5
Fanling,74,Tai Wai,67,7.3,3.6,7.5,3.6,2,2,4,4
Fanling,74,Sha Tin,68,7.3,3.6,7.5,3.6,2,2,4,4
Fanling,74,Fo Tan,69,7.3,3.6,7.5,3.6,2,2,4,4
Fanling,74,Racecourse,70,11.6,5.6,13,5.6,2,2,6,6
Fanling,74,University,71,6.2,3,6.5,3,2,2,3.5,3.5
Fanling,74,Tai Po Market,72,4.4,2.1,4.5,2.1,2,2,2.5,2.5
Fanling,74,Tai Wo,73,4.4,2.1,4.5,2.1,2,2,2.5,2.5
Fanling,74,Fanling,74,0,0,0,0,0,0,0,0
Fanling,74,Sheung Shui,75,3.8,1.4,4,1.4,1.4,1.4,1.5,1.5
Fanling,74,Lo Wu,76,25.1,25.1,26.5,12.6,12.6,12.6,14.5,14.5
Fanling,74,Lok Ma Chau,78,25.1,25.1,26.5,12.6,12.6,12.6,14.5,14.5
Fanling,74,East Tsim Sha Tsui,80,14.2,6.9,15,6.9,2,2,7.5,7.5
Fanling,74,Sai Ying Pun,81,21,11,24,11,2,2,12.5,12.5
Fanling,74,HKU,82,23.3,11.7,26,11.7,2,2,13,13
Fanling,74,Kennedy Town,83,23.3,11.7,26,11.7,2,2,13,13
Fanling,74,Ho Man Tin,84,14.2,6.9,15,6.9,2,2,7.5,7.5
Fanling,74,Whampoa,85,14.2,6.9,15,6.9,2,2,7.5,7.5
Fanling,74,Ocean Park,86,23.3,11.7,26,11.7,2,2,13,13
Fanling,74,Wong Chuk Hang,87,23.3,11.7,26,11.7,2,2,13,13
Fanling,74,Lei Tung,88,23.3,11.7,26,11.7,2,2,13,13
Fanling,74,South Horizons,89,23.3,11.7,26,11.7,2,2,13,13
Fanling,74,Hin Keng,90,7.3,3.6,7.5,3.6,2,2,4,4
Fanling,74,Kai Tak,91,12.9,6.7,14.5,6.7,2,2,7,7
Fanling,74,Sung Wong Toi,92,14.2,6.9,15,6.9,2,2,7.5,7.5
Fanling,74,To Kwa Wan,93,14.2,6.9,15,6.9,2,2,7.5,7.5
Fanling,74,Exhibition Centre,94,21,11,24,11,2,2,12.5,12.5
Fanling,74,Che Kung Temple,96,7.3,3.6,7.5,3.6,2,2,4,4
Fanling,74,Sha Tin Wai,97,7.3,3.6,7.5,3.6,2,2,4,4
Fanling,74,City One,98,7.3,3.6,7.5,3.6,2,2,4,4
Fanling,74,Shek Mun,99,7.3,3.6,7.5,3.6,2,2,4,4
Fanling,74,Tai Shui Hang,100,7.3,3.6,7.5,3.6,2,2,4,4
Fanling,74,Heng On,101,7.3,3.6,7.5,3.6,2,2,4,4
Fanling,74,Ma On Shan,102,7.3,3.6,7.5,3.6,2,2,4,4
Fanling,74,Wu Kai Sha,103,7.3,3.6,7.5,3.6,2,2,4,4
Fanling,74,Austin,111,14.4,7.3,15,7.3,2,2,7.5,7.5
Fanling,74,Tsuen Wan West,114,14.4,7.7,15.5,7.7,2,2,9,9
Fanling,74,Kam Sheung Road,115,22.8,12.4,25,12.4,2,2,14,14
Fanling,74,Yuen Long,116,23.8,12.9,26,12.9,2,2,14.5,14.5
Fanling,74,Long Ping,117,23.8,12.9,26,12.9,2,2,14.5,14.5
